link,player,season,age,tm,lg,pos,g,gs,FirstSeasonMP,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,efgpercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,SeasonNumber_1,SeasonNumberAdj,CumSumSeasonAdj,SeasonNumber,mp,games,games_started,NumberOfSeasons,status,LastSeason,DraftYear,PickNumber,Team,College,wprev,w_lpercentprev,wcur,w_lpercentcur
/players/w/westda01.html,David West,2003-04,23,CHA,NBA,PF,71,1,13.1,1.5,3.2,0.474,0,0,0,1.5,3.2,0.478,0.474,0.8,1.1,0.713,1.6,2.5,4.2,0.8,0.4,0.4,0.7,1.6,3.8,1,0,0,1,29146.4,1034,742,15,2,2017-18,2003,18,NOH,Xavier,42,0.556,45.4,0.5538
/players/w/willima01.html,Mo Williams,2003-04,21,UTA,NBA,SG,57,0,13.5,2,5.3,0.38,0.2,0.7,0.256,1.8,4.6,0.398,0.396,0.8,1,0.786,0.4,0.9,1.3,1.3,0.5,0,0.9,1.5,5,1,0,0,1,23874.5,818,525,13,2,2015-16,2003,47,UTA,Alabama,47,0.6354,48.2,0.5878
/players/a/alexaco01.html,Cory Alexander,1995-96,22,SAS,NBA,PG,60,0,9.3,1.1,2.6,0.406,0.4,1.1,0.394,0.6,1.5,0.416,0.49,0.3,0.4,0.64,0.2,0.6,0.7,2,0.5,0,1.1,1.6,2.8,1,0,0,1,4844.7,307,35,7,2,2004-05,1995,29,SAS,Virginia,53.6,0.6538,54.4,0.6636
/players/a/allento01.html,Tony Allen,2004-05,23,BOS,NBA,SG,77,34,16.4,2.4,5,0.475,0.2,0.4,0.387,2.2,4.6,0.483,0.491,1.5,2,0.737,1.1,1.8,2.9,0.8,1,0.3,1,2,6.4,1,0,0,1,18066.4,820,441,14,2,2017-18,2004,25,BOS,Oklahoma State,40,0.488,42,0.5124
/players/a/araujra01.html,Rafael Araújo,2004-05,24,TOR,NBA,C,59,41,12.5,1.3,3,0.434,0,0.1,0.333,1.3,2.9,0.436,0.437,0.7,0.9,0.782,1,2.1,3.1,0.3,0.4,0.1,0.9,2.7,3.3,1,0,0,1,1589.8999999999999,139,75,3,2,2006-07,2004,8,TOR,BYU,38.2,0.4658,35.8,0.4364
/players/a/arizatr01.html,Trevor Ariza,2004-05,19,NYK,NBA,SF,80,12,17.3,2.2,4.9,0.442,0,0.2,0.231,2.1,4.7,0.449,0.446,1.5,2.2,0.695,1.1,1.9,3,1.1,0.9,0.2,0.9,1.9,5.9,1,0,0,1,31662.199999999997,1064,731,16,1,2019-20,2004,43,NYK,UCLA,40.8,0.4976,37.4,0.456
/players/b/bakerma01.html,Maurice Baker,2004-05,25,LAC,NBA,PG,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,19,5,0,1,2,2004-05,NA,61,NA,NA,28,0.3414,32.4,0.395
/players/b/barrean01.html,Andre Barrett,2004-05,22,HOU,NBA,PG,27,0,11.6,0.7,2.6,0.29,0.3,1.4,0.243,0.4,1.2,0.344,0.355,0.3,0.4,0.7,0.2,0.5,0.7,1.6,0.5,0,0.6,1.3,2.1,1,0,0,1,819.4,67,1,4,2,2007-08,NA,61,NA,NA,39,0.4756,42.4,0.517
/players/b/biedran01.html,Andris Biedrinš,2004-05,18,GSW,NBA,C,30,1,12.8,1.5,2.6,0.577,0,0,0,1.5,2.6,0.584,0.577,0.6,1.3,0.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6,1,0,0,1,11132.8,516,311,10,2,2013-14,2004,11,GSW,,26.4,0.3218,29.4,0.3584
/players/b/bobbito01.html,Tony Bobbitt,2004-05,25,LAL,NBA,SG,2,0,6,1,2.5,0.4,0.5,1,0.5,0.5,1.5,0.333,0.5,0,0,NA,0,1.5,1.5,0,0,0,0,0.5,2.5,1,0,0,1,12,2,0,1,2,2004-05,NA,61,NA,NA,57.4,0.7,50.8,0.6196
/players/b/bonnema01.html,Matt Bonner,2004-05,24,TOR,NBA,C,82,0,18.9,3,5.6,0.533,0.5,1.1,0.424,2.5,4.5,0.561,0.576,0.7,0.9,0.789,1.3,2.2,3.5,0.6,0.5,0.2,0.5,2.7,7.2,1,0,0,1,13356.2,792,112,12,2,2015-16,2003,45,CHI,Florida,38.2,0.4658,35.8,0.4364
/players/b/burksan01.html,Antonio Burks,2004-05,24,MEM,NBA,PG,24,0,9.1,1.2,2.5,0.467,0.1,0.5,0.273,1,2,0.51,0.492,0.6,0.8,0.737,0,0.5,0.5,1.2,0.5,0,0.5,1,3,1,0,0,1,788.4,81,1,2,2,2005-06,2004,36,ORL,Memphis,29.2,0.3558,33.8,0.412
/players/b/butleja01.html,Jackie Butler,2004-05,19,NYK,NBA,C,3,0,1.7,1.3,1.3,1,0,0,NA,1.3,1.3,1,1,0.7,0.7,1,0,0,0,0,0.3,0,0.3,0,3.3,1,0,0,1,851,69,2,3,2,2006-07,NA,61,NA,NA,40.8,0.4976,37.4,0.456
/players/c/carlige01.html,Geno Carlisle,2004-05,28,POR,NBA,SG,6,0,2.7,0.3,0.5,0.667,0,0,NA,0.3,0.5,0.667,0.667,0.7,1,0.667,0.2,0,0.2,0.2,0,0,0.2,0.2,1.3,1,0,0,1,16.200000000000003,6,0,1,2,2004-05,NA,61,NA,NA,49.8,0.6076,43.4,0.5294
/players/c/chalmli01.html,Lionel Chalmers,2004-05,24,LAC,NBA,PG,36,0,12,1.2,3.5,0.336,0.3,1.4,0.245,0.8,2.1,0.395,0.384,0.4,0.7,0.625,0.1,0.8,0.9,1.4,0.4,0,0.7,0.8,3.1,1,0,0,1,432,36,0,1,2,2004-05,2004,33,LAC,Xavier,28,0.3414,32.4,0.395
/players/c/childjo01.html,Josh Childress,2004-05,21,ATL,NBA,SG,80,44,29.7,3.8,8,0.47,0.2,0.7,0.232,3.6,7.3,0.493,0.481,2.4,2.9,0.823,2.4,3.6,6,1.9,0.9,0.4,1.3,2.3,10.1,1,0,0,1,10431.4,391,70,8,2,2013-14,2004,6,ATL,Stanford,29.8,0.3632,26.8,0.3268
/players/c/collini01.html,Nick Collison,2004-05,24,OKC,NBA,C,82,4,17,2.3,4.3,0.537,0,0,0,2.3,4.3,0.541,0.537,1,1.4,0.703,1.9,2.7,4.6,0.4,0.4,0.6,0.8,3.1,5.6,1,0,0,1,18596.4,910,177,14,2,2017-18,2003,12,SEA,Kansas,42.2,0.5148,43.6,0.5318
/players/d/danieer01.html,Erik Daniels,2004-05,22,SAC,NBA,SF,21,0,3.4,0.3,0.9,0.333,0,0.1,0.5,0.2,0.8,0.313,0.361,0,0,NA,0.3,0.5,0.9,0.2,0.1,0,0.3,0.3,0.6,1,0,0,1,71.39999999999999,21,0,1,2,2004-05,NA,61,NA,NA,54.8,0.6686,56,0.6832
/players/d/delfica01.html,Carlos Delfino,2004-05,22,DET,NBA,SG,30,4,15.3,1.4,3.9,0.359,0.3,1.2,0.257,1.1,2.7,0.402,0.397,0.8,1.3,0.575,0.4,1.4,1.8,1.3,0.7,0.2,0.8,1.5,3.9,1,0,0,1,11578,507,170,8,2,2012-13,2003,25,DET,,45.6,0.5562,48,0.5856
/players/d/denglu01.html,Luol Deng,2004-05,19,CHI,NBA,SF,61,45,27.3,4.6,10.6,0.434,0.5,1.9,0.265,4.1,8.7,0.472,0.458,2,2.7,0.741,1.5,3.8,5.3,2.2,0.8,0.4,1.9,1.6,11.7,1,0,0,1,30947.8,902,828,15,2,2018-19,2004,7,PHO,Duke,21.2,0.2584,27.2,0.3316
/players/d/duhonch01.html,Chris Duhon,2004-05,22,CHI,NBA,PG,82,73,26.5,2.1,6,0.352,1.1,3.2,0.355,1,2.7,0.35,0.449,0.6,0.8,0.731,0.3,2.3,2.6,4.9,1,0,1.5,2.5,5.9,1,0,0,1,15521.199999999999,606,319,9,2,2012-13,2004,38,CHI,Duke,21.2,0.2584,27.2,0.3316
/players/e/edwarco01.html,Corsley Edwards,2004-05,25,CHA,NBA,C,10,0,11,1,3.1,0.323,0,0,NA,1,3.1,0.323,0.323,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,1,0,0,1,110,10,0,1,2,2004-05,2002,58,SAC,Central Connecticut State University,45.4,0.5538,39.2,0.4782
/players/e/edwarjo01.html,John Edwards,2004-05,23,IND,NBA,C,25,1,5.6,0.4,1.2,0.367,0,0,NA,0.4,1.2,0.367,0.367,0.3,0.6,0.5,0.3,0.4,0.8,0.1,0.1,0.2,0.3,0.5,1.2,1,0,0,1,436,65,5,2,2,2005-06,NA,61,NA,NA,49.6,0.6048,47.2,0.5756
/players/e/ekeziob01.html,Obinna Ekezie,1999-00,24,MEM,NBA,PF,39,0,9,1.1,2.3,0.466,0,0,NA,1.1,2.3,0.466,0.466,1.1,1.6,0.672,0.9,1.5,2.4,0.2,0.2,0.1,0.7,1.6,3.2,1,0,0,1,1513.2,143,32,4,2,2004-05,1999,37,VAN,Maryland,14,0.18825,15.6,0.2042
/players/e/emmetan01.html,Andre Emmett,2004-05,22,MEM,NBA,SG,8,0,3.5,0.3,0.8,0.333,0,0,NA,0.3,0.8,0.333,0.333,0.4,0.6,0.6,0,0.3,0.3,0,0,0,0.1,0.5,0.9,1,0,0,1,73,14,0,2,2,2011-12,2004,35,SEA,Texas Tech,29.2,0.3558,33.8,0.412
/players/e/evansma01.html,Maurice Evans,2001-02,23,MIN,NBA,SG,10,0,4.5,0.9,1.9,0.474,0,0.3,0,0.9,1.6,0.563,0.474,0.3,0.4,0.75,0.3,0.1,0.4,0.4,0,0,0.2,0.9,2.1,1,0,0,1,10921.4,562,123,9,2,2011-12,NA,61,NA,NA,41.4,0.5482,43.4,0.5726
/players/f/florelu01.html,Luis Flores,2004-05,23,GSW,NBA,PG,15,0,4.9,0.9,1.8,0.481,0.3,0.6,0.444,0.6,1.2,0.5,0.556,0.1,0.1,1,0,0.1,0.1,0.7,0.1,0,0.7,0.6,2.1,1,0,0,1,77.5,16,0,1,2,2004-05,2004,55,HOU,Manhattan College,26.4,0.3218,29.4,0.3584
/players/f/freijma01.html,Matt Freije,2004-05,23,CHA,NBA,PF,23,11,19.2,1.6,5.5,0.291,0.6,2.3,0.259,1,3.2,0.315,0.346,0.2,0.3,0.625,0.7,2,2.7,0.9,0.6,0.1,0.7,1.7,4,1,0,0,1,587.9,42,11,2,2,2006-07,2004,53,MIA,Vanderbilt,45.4,0.5538,39.2,0.4782
/players/g/gordobe01.html,Ben Gordon,2004-05,21,CHI,NBA,SG,82,3,24.4,5.3,12.9,0.411,1.6,4,0.405,3.7,8.8,0.414,0.474,2.8,3.3,0.863,0.7,2,2.6,2,0.6,0.1,2.3,2.7,15.1,1,0,0,1,20367.1,744,269,11,2,2014-15,2004,3,CHI,UConn,21.2,0.2584,27.2,0.3316
/players/h/harride01.html,Devin Harris,2004-05,21,DAL,NBA,PG,76,19,15.4,2.1,4.8,0.429,0.6,1.7,0.336,1.5,3.1,0.481,0.489,1,1.4,0.757,0.4,1,1.3,2.2,1,0.3,1.1,1.8,5.7,1,0,0,1,23959,985,448,15,2,2018-19,2004,5,WAS,Wisconsin,52.4,0.639,56,0.6828
/players/h/harrida01.html,David Harrison,2004-05,22,IND,NBA,C,43,14,17.7,2.5,4.3,0.576,0,0,NA,2.5,4.3,0.576,0.576,1.2,2.1,0.571,1.1,2,3.1,0.3,0.4,1.3,1.2,3.1,6.1,1,0,0,1,2686.5,189,33,4,2,2007-08,2004,29,IND,Colorado,49.6,0.6048,47.2,0.5756
/players/h/howardw01.html,Dwight Howard,2004-05,19,ORL,NBA,PF,82,82,32.6,4.3,8.3,0.52,0,0,0,4.3,8.2,0.521,0.52,3.4,5,0.671,3.5,6.5,10,0.9,0.9,1.7,2,2.8,12,1,0,0,1,37170.1,1106,1045,16,1,2019-20,2004,1,ORL,,38.2,0.4658,37.2,0.4536
/players/h/humphkr01.html,Kris Humphries,2004-05,19,UTA,NBA,PF,67,4,13,1.7,4.3,0.404,0,0.1,0.333,1.7,4.2,0.406,0.408,0.7,1.5,0.436,1.1,1.9,2.9,0.6,0.4,0.3,0.8,1.4,4.1,1,0,0,1,14228.9,800,203,12,2,2016-17,2004,14,UTA,Minnesota,48.2,0.5878,42.4,0.517
/players/i/iguodan01.html,Andre Iguodala,2004-05,21,PHI,NBA,SG,82,82,32.8,3.3,6.7,0.493,0.6,1.7,0.331,2.7,4.9,0.55,0.536,1.9,2.6,0.743,1.1,4.6,5.7,3,1.7,0.6,1.7,2.5,9,1,0,0,1,37287.799999999996,1122,779,16,1,2019-20,2004,9,PHI,Arizona,45.8,0.5584,44.6,0.5436
/players/m/mbengdj01.html,D.J. Mbenga,2004-05,24,DAL,NBA,C,15,1,3.9,0.4,0.9,0.429,0,0,NA,0.4,0.9,0.429,0.429,0.2,0.3,0.75,0.2,0.3,0.5,0,0,0.3,0.3,0.9,1,1,0,0,1,1561.9,234,4,7,2,2010-11,NA,61,NA,NA,52.4,0.639,56,0.6828
/players/i/iveyro01.html,Royal Ivey,2004-05,23,ATL,NBA,PG,62,5,13,1.4,3.2,0.429,0,0.1,0.333,1.3,3,0.434,0.437,0.8,1.1,0.701,0.3,1,1.4,1.7,0.6,0.1,0.9,2.3,3.5,1,0,0,1,6163.7,492,114,10,2,2013-14,2004,37,ATL,Texas,29.8,0.3632,26.8,0.3268
/players/j/jackslu02.html,Luke Jackson,2004-05,23,CLE,NBA,SF,10,0,4.3,1,2.7,0.37,0.4,0.6,0.667,0.6,2.1,0.286,0.444,0.5,0.6,0.833,0.2,0.4,0.6,0.3,0,0,0.2,0.4,2.9,1,0,0,1,725.9,73,3,4,2,2007-08,2004,10,CLE,Oregon,28.6,0.3488,30.6,0.3732
/players/j/jeffeal01.html,Al Jefferson,2004-05,20,BOS,NBA,PF,71,1,14.8,2.7,5.2,0.528,0,0,0,2.7,5.2,0.533,0.528,1.2,1.9,0.63,1.7,2.7,4.4,0.3,0.3,0.8,0.9,2.7,6.7,1,0,0,1,26299.5,915,651,14,2,2017-18,2004,15,BOS,,40,0.488,42,0.5124
/players/j/jenkiho01.html,Horace Jenkins,2004-05,30,DET,NBA,PG,15,0,6.9,1,3,0.333,0,0.6,0,1,2.4,0.417,0.333,0.8,0.9,0.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,1,0,0,1,103.5,15,0,1,2,2004-05,NA,61,NA,NA,45.6,0.5562,48,0.5856
/players/j/jonesma03.html,Mark Jones,2004-05,29,ORL,NBA,SF,10,0,11.6,0.9,3.1,0.29,0,0.4,0,0.9,2.7,0.333,0.29,0.5,1,0.5,0.6,0.7,1.3,0.6,0.5,0.2,0.3,1.6,2.3,1,0,0,1,116,10,0,1,2,2004-05,NA,61,NA,NA,38.2,0.4658,37.2,0.4536
/players/k/kasunma01.html,Mario Kasun,2004-05,24,ORL,NBA,C,45,0,7.9,1,2.2,0.48,0,0,0,1,2.2,0.485,0.48,0.5,1,0.558,1.2,1.7,2.8,0.2,0.2,0.3,0.6,1.9,2.6,1,0,0,1,568.3,73,0,2,2,2005-06,2002,41,LAC,,38.2,0.4658,37.2,0.4536
/players/k/khryavi01.html,Viktor Khryapa,2004-05,22,POR,NBA,SF,32,5,16.3,1.7,3.9,0.435,0.1,0.3,0.364,1.6,3.5,0.442,0.452,0.7,1.3,0.548,0.9,2.5,3.4,0.8,0.6,0.6,1,2.5,4.2,1,0,0,1,2348.3,143,58,4,2,2007-08,2004,22,NJN,,49.8,0.6076,43.4,0.5294
/players/k/knighbr02.html,Brandin Knight,2004-05,23,HOU,NBA,PG,1,0,3,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,1,2,2004-05,NA,61,NA,NA,39,0.4756,42.4,0.517
/players/k/krstine01.html,Nenad Krstic,2004-05,21,NJN,NBA,PF,75,57,26.2,3.7,7.6,0.493,0,0,0,3.7,7.6,0.495,0.493,2.5,3.4,0.725,2.1,3.2,5.3,1,0.4,0.8,1.5,3.7,10,1,0,0,1,10547.7,419,373,7,2,2010-11,2002,24,NJN,,41,0.5,43.2,0.5268
/players/k/kutluib01.html,Ibo Kutluay,2004-05,30,OKC,NBA,SG,5,0,2.4,0,0.2,0,0,0,NA,0,0.2,0,0,0,0,NA,0,0.2,0.2,0,0,0,0.4,0.2,0,1,0,0,1,12,5,0,1,2,2004-05,NA,61,NA,NA,42.2,0.5148,43.6,0.5318
/players/l/livinsh01.html,Shaun Livingston,2004-05,19,LAC,NBA,PG,30,15,27.1,3,7.2,0.414,0,0.1,0,3,7.1,0.418,0.414,1.5,2,0.746,0.7,2.2,3,5,1.1,0.4,2.5,2.7,7.4,1,0,0,1,17188,833,191,14,2,2018-19,2004,4,LAC,,28,0.3414,32.4,0.395
/players/m/martike02.html,Kevin Martin,2004-05,21,SAC,NBA,PG,45,0,10.1,1,2.6,0.385,0.1,0.6,0.2,0.9,2,0.435,0.406,0.8,1.2,0.655,0.6,0.6,1.3,0.5,0.4,0.1,0.5,0.8,2.9,1,0,0,1,21552.7,714,504,12,2,2015-16,2004,26,SAC,Western Carolina University,54.8,0.6686,56,0.6832
/players/m/millean01.html,Anthony Miller,1994-95,23,LAL,NBA,PF,46,1,11.5,1.5,2.9,0.53,0,0.1,0.4,1.5,2.8,0.535,0.538,1,1.7,0.618,1.5,1.8,3.3,0.8,0.4,0.2,0.8,1.7,4.1,1,0,0,1,1642,181,15,7,2,2004-05,1994,39,GSW,Michigan State,47.2,0.5754,44.2,0.5388
/players/n/nelsoja01.html,Jameer Nelson,2004-05,22,ORL,NBA,PG,79,21,20.4,3.6,7.9,0.455,0.6,1.8,0.312,3.1,6.2,0.497,0.49,0.9,1.4,0.682,0.7,1.8,2.4,3,1,0,1.5,2.5,8.7,1,0,0,1,24540,878,639,13,2,2017-18,2004,20,DEN,Saint Joseph's,38.2,0.4658,37.2,0.4536
/players/n/nocioan01.html,Andrés Nocioni,2004-05,25,CHI,NBA,SF,81,38,23.4,3,7.4,0.401,0.3,1.2,0.258,2.7,6.2,0.429,0.422,2.1,2.7,0.766,0.9,3.9,4.8,1.5,0.5,0.4,1.7,2.6,8.4,1,0,0,1,12008.4,514,203,8,2,2011-12,NA,61,NA,NA,21.2,0.2584,27.2,0.3316
/players/o/okafoem01.html,Emeka Okafor,2004-05,22,CHA,NBA,PF,73,73,35.6,6.1,13.7,0.447,0,0,0,6.1,13.7,0.447,0.447,2.9,4.7,0.609,3.8,7.1,10.9,0.9,0.8,1.7,1.7,2.9,15.1,1,0,0,1,19055.1,616,603,10,2,2017-18,2004,2,CHA,UConn,45.4,0.5538,39.2,0.4782
/players/p/podkopa01.html,Pavel Podkolzin,2004-05,20,DAL,NBA,C,5,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0.2,0.4,0.5,0,0.4,0.4,0,0,0,0.4,0.8,0.2,1,0,0,1,28,6,0,2,2,2005-06,2004,21,UTA,,52.4,0.639,56,0.6828
/players/p/profila01.html,Laron Profit,1999-00,22,WAS,NBA,SG,33,1,6.8,0.6,1.8,0.356,0.1,0.5,0.176,0.5,1.3,0.429,0.381,0.1,0.3,0.4,0.1,0.7,0.8,0.8,0.2,0.1,0.6,0.8,1.5,1,0,0,1,1538.3,135,18,4,2,2005-06,1999,38,ORL,Maryland,32.6,0.427,34.2,0.4466
/players/r/radojal01.html,Aleksandar Radojevic,1999-00,23,TOR,NBA,C,3,0,8,0.7,2.3,0.286,0,0,NA,0.7,2.3,0.286,0.286,1,2,0.5,0.7,2,2.7,0.3,0.7,0.3,1.7,1.7,2.3,1,0,0,1,152.39999999999998,15,6,2,2,2004-05,1999,12,TOR,Barton County Community College,22.25,0.31875,26.8,0.3648
/players/r/ramospe01.html,Peter John Ramos,2004-05,19,WAS,NBA,C,6,0,3.3,0.8,1.7,0.5,0,0,NA,0.8,1.7,0.5,0.5,0.2,0.3,0.5,0.2,0.5,0.7,0,0,0.2,0.5,0.7,1.8,1,0,0,1,19.799999999999997,6,0,1,2,2004-05,2004,32,WAS,,29.4,0.3586,32.6,0.3976
/players/r/reedju01.html,Justin Reed,2004-05,23,BOS,NBA,SF,23,0,5.3,0.7,1.3,0.517,0,0.1,0,0.7,1.1,0.577,0.517,0.5,0.7,0.733,0.3,0.3,0.7,0.4,0.1,0,0.2,0.5,1.8,1,0,0,1,1440.9,136,9,3,2,2006-07,2004,40,BOS,Ole Miss,40,0.488,42,0.5124
/players/r/reineja01.html,Jared Reiner,2004-05,22,CHI,NBA,C,19,2,6.9,0.5,1.6,0.333,0,0,NA,0.5,1.6,0.333,0.333,0.1,0.2,0.25,0.7,1.3,2,0.1,0.2,0.4,0.5,1.8,1.1,1,0,0,1,374.1,46,4,2,2,2006-07,NA,61,NA,NA,21.2,0.2584,27.2,0.3316
/players/r/robinbe01.html,Bernard Robinson,2004-05,24,CHA,NBA,SG,31,1,10.6,1.2,2.6,0.444,0.1,0.3,0.375,1.1,2.4,0.452,0.463,0.6,0.8,0.692,0.5,1.1,1.5,1,0.4,0.1,0.6,1.4,3,1,0,0,1,1907.3,128,19,3,2,2006-07,2004,45,CHA,Michigan,45.4,0.5538,39.2,0.4782
/players/r/rossqu01.html,Quinton Ross,2004-05,23,LAC,NBA,SG,78,19,21.3,2.1,4.8,0.432,0,0.1,0.25,2.1,4.7,0.434,0.433,0.9,1.4,0.673,0.8,1.9,2.7,1.4,0.7,0.3,0.7,2.1,5.1,1,0,0,1,8456.7,458,169,7,2,2010-11,NA,61,NA,NA,28,0.3414,32.4,0.395
/players/s/seungha01.html,Ha Seung-Jin,2004-05,19,POR,NBA,C,19,0,5.5,0.5,1.2,0.435,0,0,NA,0.5,1.2,0.435,0.435,0.3,0.6,0.545,0.3,0.6,0.9,0.1,0.1,0.3,0.6,1.1,1.4,1,0,0,1,317.8,46,4,2,2,2005-06,2004,46,POR,,49.8,0.6076,43.4,0.5294
/players/s/smithdo04.html,Donta Smith,2004-05,21,ATL,NBA,SG,38,0,11.4,1.2,3,0.389,0.2,0.6,0.273,1,2.4,0.418,0.416,0.9,1.3,0.688,0.5,0.9,1.4,1,0.6,0.1,0.7,1.3,3.3,1,0,0,1,559.7,61,0,2,2,2005-06,2004,34,ATL,Southeastern Illinois College,29.8,0.3632,26.8,0.3268
/players/s/smithjr01.html,J.R. Smith,2004-05,19,CHA,NBA,SG,76,56,24.5,3.9,9.8,0.394,1.1,3.7,0.288,2.8,6.1,0.458,0.449,1.5,2.1,0.689,0.5,1.5,2,1.9,0.7,0.1,1.4,1.8,10.3,1,0,0,1,26207.4,971,395,15,2,2018-19,2004,18,NOH,,45.4,0.5538,39.2,0.4782
/players/s/smithjo03.html,Josh Smith,2004-05,19,ATL,NBA,SF,74,59,27.7,3.7,8.1,0.455,0.1,0.3,0.174,3.6,7.8,0.466,0.458,2.2,3.2,0.688,2,4.2,6.2,1.7,0.8,1.9,1.8,2.1,9.7,1,0,0,1,29008.1,894,772,13,2,2017-18,2004,17,ATL,,29.8,0.3632,26.8,0.3268
/players/s/snydeki01.html,Kirk Snyder,2004-05,21,UTA,NBA,SG,68,7,13.3,1.8,4.8,0.372,0.4,1.3,0.353,1.4,3.6,0.379,0.418,0.9,1.4,0.667,0.7,1,1.8,0.5,0.4,0.3,0.9,1.7,5,1,0,0,1,3539.8,211,71,4,2,2007-08,2004,16,UTA,Nevada,48.2,0.5878,42.4,0.517
/players/s/sowpa01.html,Pape Sow,2004-05,23,TOR,NBA,C,27,4,9.4,0.9,2.1,0.397,0,0,NA,0.9,2.1,0.397,0.397,0.6,1,0.593,0.7,1.4,2.1,0.1,0.4,0.1,0.4,1.7,2.3,1,0,0,1,876.1,76,29,3,2,2006-07,2004,47,MIA,Cal State Fullerton,38.2,0.4658,35.8,0.4364
/players/s/storeaw01.html,Awvee Storey,2004-05,27,NJN,NBA,SG,9,0,3.6,0.3,1.1,0.3,0.1,0.2,0.5,0.2,0.9,0.25,0.35,0.1,0.2,0.5,0.4,0.1,0.6,0.1,0,0,0,0.3,0.9,1,0,0,1,407.4,60,1,3,2,2007-08,NA,61,NA,NA,41,0.5,43.2,0.5268
/players/s/swiftro01.html,Robert Swift,2004-05,19,OKC,NBA,C,16,0,4.5,0.3,0.7,0.455,0,0,NA,0.3,0.7,0.455,0.455,0.3,0.6,0.556,0.1,0.3,0.3,0.1,0.1,0.4,0.3,1,0.9,1,0,0,1,1500.6,97,34,4,2,2008-09,2004,12,SEA,,42.2,0.5148,43.6,0.5318
/players/t/tabusyu01.html,Yuta Tabuse,2004-05,24,PHO,NBA,PG,4,0,4.3,0.3,1.5,0.167,0.3,0.3,1,0,1.3,0,0.25,1,1,1,0.5,0.5,1,0.8,0,0,0.3,0.3,1.8,1,0,0,1,17.2,4,0,1,2,2004-05,NA,61,NA,NA,42.6,0.5196,44.4,0.5416
/players/t/telfase01.html,Sebastian Telfair,2004-05,19,POR,NBA,PG,68,26,19.6,2.5,6.3,0.393,0.3,1,0.246,2.2,5.3,0.421,0.413,1.5,2,0.789,0.1,1.4,1.5,3.3,0.5,0.1,1.8,1.8,6.8,1,0,0,1,12141.2,564,193,10,2,2014-15,2004,13,POR,,49.8,0.6076,43.4,0.5294
/players/t/thomabi01.html,Billy Thomas,2004-05,29,NJN,NBA,SF,25,0,14.2,1.4,3.8,0.362,0.7,2.2,0.304,0.7,1.5,0.447,0.452,0.3,0.4,0.778,0.3,1.2,1.4,0.7,0.6,0,0.4,1.2,3.7,1,0,0,1,528.2,53,0,3,2,2007-08,NA,61,NA,NA,41,0.5,43.2,0.5268
/players/t/thomaja02.html,James Thomas,2004-05,24,POR,NBA,PF,9,2,12.4,1.2,2,0.611,0,0,NA,1.2,2,0.611,0.611,0.2,0.7,0.333,1.7,2.2,3.9,0.4,0.4,0.4,0.8,1.3,2.7,1,0,0,1,267,33,2,2,2,2005-06,NA,61,NA,NA,49.8,0.6076,43.4,0.5294
/players/t/thomajo02.html,John Thomas,1997-98,22,BOS,NBA,PF,33,2,11.2,1.2,2.4,0.513,0,0,NA,1.2,2.4,0.513,0.513,0.8,1,0.788,1,1.2,2.1,0.4,0.6,0.3,1,2,3.3,1,0,0,1,2255,208,27,5,2,2005-06,1997,25,NYK,Minnesota,32.6,0.3974,30.2,0.3682
/players/u/udrihbe01.html,Beno Udrih,2004-05,22,SAS,NBA,PG,80,2,14.4,2.2,4.9,0.444,0.7,1.8,0.408,1.4,3.1,0.464,0.518,0.8,1.1,0.753,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9,1,0,0,1,18193.8,831,272,13,2,2016-17,2004,28,SAS,,57.2,0.6974,58.4,0.7122
/players/v/varejan01.html,Anderson Varejão,2004-05,22,CLE,NBA,PF,54,0,16,1.8,3.6,0.513,0,0,0,1.8,3.5,0.518,0.513,1.3,2.4,0.535,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9,1,0,0,1,15059.8,627,209,13,2,2016-17,2004,30,ORL,,28.6,0.3488,30.6,0.3732
/players/v/vromaja01.html,Jackson Vroman,2004-05,23,PHO,NBA,PF,10,1,5.7,0.6,1.6,0.375,0,0,NA,0.6,1.6,0.375,0.375,0.4,0.7,0.571,0.5,0.8,1.3,0.7,0.3,0.2,0.7,1.1,1.6,1,0,0,1,1110.9,87,20,2,2,2005-06,2004,31,CHI,Iowa State,42.6,0.5196,44.4,0.5416
