link,player,season,age,tm,lg,pos,g,gs,FirstSeasonMP,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,efgpercent,ft,fta,ftpercent,orb,drb,trb,ast,stl,blk,tov,pf,pts,SeasonNumber_1,SeasonNumberAdj,CumSumSeasonAdj,SeasonNumber,mp,games,games_started,NumberOfSeasons,status,LastSeason,DraftYear,PickNumber,Team,College,wprev,w_lpercentprev,wcur,w_lpercentcur
/players/l/laettch01.html,Christian Laettner,1992-93,23,MIN,NBA,PF,81,81,34.9,6.2,13.1,0.474,0,0.5,0.1,6.2,12.6,0.489,0.476,5.7,6.8,0.835,2.1,6.6,8.7,2.8,1.3,1,3.4,3.6,18.2,1,0,0,1,25760.7,868,692,13,2,2004-05,1992,3,MIN,Duke,NA,NA,NA,NA
/players/l/lafrera01.html,Raef LaFrentz,1998-99,22,DEN,NBA,C,12,12,32.3,4.9,10.8,0.457,1,2.6,0.387,3.9,8.2,0.48,0.504,3,4,0.75,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8,1,0,0,1,14549,563,438,10,2,2007-08,1998,3,DEN,Kansas,30,0.3658,24.4,0.323
/players/l/lamplse01.html,Sean Lampley,2002-03,23,MIA,NBA,SF,35,0,13.9,1.6,3.7,0.434,0,0.1,0,1.6,3.6,0.448,0.434,1.6,2.3,0.695,0.7,1.6,2.4,0.9,0.2,0.1,0.7,1.2,4.8,1,0,0,1,549.5,45,0,2,2,2003-04,2001,45,CHI,California,44.8,0.6028,38.8,0.5296
/players/l/langhda01.html,Dan Langhi,2000-01,23,HOU,NBA,SF,33,0,7.3,1.1,3,0.374,0,0,0,1.1,3,0.378,0.374,0.5,0.9,0.552,0.4,0.8,1.2,0.1,0.2,0,0.2,0.5,2.7,1,0,0,1,1253.3,133,8,4,2,2003-04,2000,31,DAL,Vanderbilt,41.6,0.5582,41,0.551
/players/l/lenarvo01.html,Voshon Lenard,1995-96,22,MIA,NBA,SG,30,0,10.8,1.8,4.7,0.376,1.2,3.4,0.356,0.6,1.3,0.425,0.504,1.1,1.4,0.791,0.4,1.3,1.7,1,0.2,0,0.8,1,5.9,1,0,0,1,15353.5,565,321,11,2,2005-06,1994,46,MIL,Minnesota,34.4,0.4194,38,0.4632
/players/l/lewisra02.html,Rashard Lewis,1998-99,19,OKC,NBA,SF,20,7,7.3,1,2.6,0.365,0.1,0.3,0.167,0.9,2.3,0.391,0.375,0.4,0.7,0.571,0.7,0.6,1.3,0.2,0.4,0.1,1,1,2.4,1,0,0,1,33541.7,1049,842,16,2,2013-14,1998,32,SEA,,60.4,0.7364,52.4,0.6806
/players/l/livinra01.html,Randy Livingston,1996-97,21,HOU,NBA,PG,64,0,15.3,1.6,3.6,0.437,0.1,0.3,0.409,1.4,3.2,0.44,0.456,0.7,1,0.646,0.5,1,1.5,2.4,0.6,0.2,1.6,1.7,3.9,1,0,0,1,2683.4,203,19,11,2,2006-07,1996,42,HOU,LSU,50,0.6096,53,0.6462
/players/l/longar01.html,Art Long,2000-01,28,SAC,NBA,SF,9,0,2.2,0,0.4,0,0,0,NA,0,0.4,0,0,0,0.2,0,0.2,0.7,0.9,0.1,0,0.3,0.2,0.6,0,1,0,0,1,1219.8,98,27,3,2,2002-03,NA,61,NA,NA,33.6,0.4536,36.8,0.4926
/players/l/longgr01.html,Grant Long,1988-89,22,MIA,NBA,PF,82,73,29.7,4.1,8.4,0.486,0,0.1,0,4.1,8.4,0.489,0.486,3.7,5,0.749,2.9,3.7,6.7,1.8,1.5,0.6,2.5,4.1,11.9,1,0,0,1,28509.2,1003,673,15,2,2002-03,1988,33,MIA,Eastern Michigan,NA,NA,NA,NA
/players/l/luety01.html,Tyronn Lue,1998-99,21,LAL,NBA,PG,15,0,12.5,1.9,4.3,0.431,0.5,1.1,0.438,1.4,3.3,0.429,0.485,0.8,1.4,0.571,0.1,0.3,0.4,1.7,0.3,0,0.7,1.9,5,1,0,0,1,12566.7,554,173,11,2,2008-09,1998,23,DEN,Nebraska,50.2,0.612,49.2,0.6508
/players/l/lynchge01.html,George Lynch,1993-94,23,LAL,NBA,SF,71,46,24.8,4.1,8.1,0.508,0,0.1,0,4.1,8,0.512,0.508,1.4,2.3,0.596,3.1,2.7,5.8,1.4,1.4,0.4,1.2,2.5,9.6,1,0,0,1,17675.9,774,420,12,2,2004-05,1993,12,LAL,UNC,52,0.634,47.2,0.5754
/players/m/maccuto01.html,Todd MacCulloch,1999-00,24,PHI,NBA,C,56,6,9.4,1.6,2.9,0.553,0,0,NA,1.6,2.9,0.553,0.553,0.5,1,0.519,0.9,1.8,2.6,0.2,0.2,0.7,0.5,1.7,3.7,1,0,0,1,3435.8999999999996,223,105,4,2,2002-03,1999,47,PHI,Washington,24.4,0.3466,29.4,0.4076
/players/m/maddoti01.html,Tito Maddox,2002-03,21,HOU,NBA,SG,9,0,3.9,0.3,1.3,0.25,0,0.3,0,0.3,1,0.333,0.25,0.6,0.9,0.625,0.1,0.7,0.8,0.6,0.3,0.1,0.3,0.4,1.2,1,0,0,1,35.1,9,0,1,2,2002-03,2002,38,HOU,Fresno State,35.2,0.4802,35.6,0.485
/players/m/madsema01.html,Mark Madsen,2000-01,25,LAL,NBA,PF,70,3,9.2,0.8,1.6,0.487,0,0,1,0.8,1.6,0.482,0.491,0.4,0.5,0.703,1.1,1.1,2.2,0.3,0.1,0.1,0.4,1.6,2,1,0,0,1,5338.4000000000005,453,70,9,2,2008-09,2000,29,LAL,Stanford,53,0.6972,53.6,0.7046
/players/m/maggeco01.html,Corey Maggette,1999-00,20,ORL,NBA,SF,77,5,17.8,2.9,6.1,0.478,0,0.1,0.182,2.9,5.9,0.485,0.48,2.5,3.4,0.751,1.6,2.3,3.9,0.8,0.3,0.3,1.8,2.2,8.4,1,0,0,1,23342.600000000002,827,478,14,2,2012-13,1999,13,SEA,Duke,47,0.6258,43.8,0.5868
/players/m/magloja01.html,Jamaal Magloire,2000-01,22,CHA,NBA,C,74,0,14.8,1.6,3.7,0.45,0,0,0,1.6,3.6,0.454,0.45,1.3,2,0.655,1.4,2.6,4,0.4,0.2,1.1,0.8,1.9,4.6,1,0,0,1,14629.8,680,314,12,2,2011-12,2000,19,CHH,Kentucky,43.8,0.578,44.8,0.5902
/players/m/malonma01.html,Matt Maloney,1996-97,25,HOU,NBA,PG,82,82,29.1,3.3,7.5,0.441,1.9,4.6,0.404,1.4,2.9,0.5,0.566,0.9,1.1,0.763,0.2,1.7,2,3.7,1,0,1.5,1.5,9.4,1,0,0,1,7466.5,295,206,6,2,2002-03,NA,61,NA,NA,50,0.6096,53,0.6462
/players/m/mannida01.html,Danny Manning,1988-89,22,LAC,NBA,PF,26,18,36.5,6.8,13.8,0.494,0,0.2,0.2,6.8,13.6,0.499,0.496,3,4,0.767,2.7,3.9,6.6,3.1,1.7,1,3.6,3.4,16.7,1,0,0,1,24196.1,883,398,15,2,2002-03,1988,1,LAC,Kansas,27,0.3292,26.2,0.3194
/players/m/marbust01.html,Stephon Marbury,1996-97,19,MIN,NBA,PG,67,64,34.7,5.3,13,0.408,1.5,4.3,0.354,3.8,8.7,0.434,0.466,3.7,5,0.727,0.8,1.9,2.7,7.8,1,0.3,3.1,2.4,15.8,1,0,0,1,31894.6,846,816,13,2,2008-09,1996,4,MIL,Georgia Tech,20.2,0.2464,25.2,0.3074
/players/m/mariosh01.html,Shawn Marion,1999-00,21,PHO,NBA,SF,51,38,24.7,4.4,9.2,0.471,0.1,0.4,0.182,4.3,8.8,0.486,0.476,1.4,1.7,0.847,2.1,4.5,6.5,1.4,0.7,1,1,2.2,10.2,1,0,0,1,40093.4,1163,1062,16,2,2014-15,1999,9,PHO,UNLV,44.4,0.5866,43.2,0.5718
/players/m/marksse01.html,Sean Marks,1998-99,23,TOR,NBA,PF,8,0,3.5,0.6,1,0.625,0,0,NA,0.6,1,0.625,0.625,0.1,0.3,0.5,0,0.1,0.1,0,0.1,0,0.4,0.4,1.4,1,0,0,1,2276.8,230,11,11,2,2010-11,1998,44,NYK,California,NA,NA,NA,NA
/players/m/marshdo02.html,Donny Marshall,1995-96,23,CLE,NBA,SF,34,0,6.1,0.7,2,0.353,0.2,0.9,0.233,0.5,1.1,0.447,0.404,0.6,1,0.629,0.3,0.5,0.8,0.2,0.2,0.1,0.2,0.8,2.3,1,0,0,1,919.2,119,0,5,2,2002-03,1995,39,CLE,UConn,46.8,0.5706,49.6,0.6048
/players/m/marshdo01.html,Donyell Marshall,1994-95,21,MIN,NBA,SF,40,8,25.9,4,10.6,0.374,0.8,2.7,0.302,3.2,7.9,0.397,0.411,2.1,3.1,0.68,1.6,3.3,4.9,1.4,0.6,1.3,1.5,1.6,10.8,1,0,0,1,25035.1,957,422,15,2,2008-09,1994,4,MIN,UConn,21,0.2562,20.8,0.2538
/players/m/martike01.html,Kenyon Martin,2000-01,23,NJN,NBA,PF,68,68,33.4,5.1,11.4,0.445,0,0.2,0.091,5.1,11.3,0.45,0.446,1.8,2.8,0.63,2,5.4,7.4,1.9,1.1,1.7,2,4.1,12,1,0,0,1,23130.1,757,667,15,2,2014-15,2000,1,NJN,Cincinnati,29,0.3796,28.2,0.3698
/players/m/mashbja01.html,Jamal Mashburn,1993-94,21,DAL,NBA,SF,79,73,36.7,7.1,17.5,0.406,1.1,3.8,0.284,6,13.7,0.44,0.437,3.9,5.5,0.699,1.4,3.1,4.5,3.4,1.1,0.2,3.1,2.6,19.2,1,0,0,1,22767.1,611,584,11,2,2003-04,1993,4,DAL,Kentucky,29.2,0.3558,24.2,0.295
/players/m/masonan01.html,Anthony Mason,1989-90,23,NJN,NBA,PF,21,0,5.1,0.7,1.9,0.35,0,0,NA,0.7,1.9,0.35,0.35,0.4,0.7,0.6,0.5,1.1,1.6,0.3,0.1,0.1,0.5,1,1.8,1,0,0,1,30610,882,559,13,2,2002-03,1988,53,POR,Tennessee State,34.2,0.4172,28.6,0.3488
/players/m/masonde01.html,Desmond Mason,2000-01,23,OKC,NBA,SF,78,14,19.5,2.4,5.6,0.431,0.2,0.9,0.269,2.2,4.8,0.46,0.451,0.9,1.2,0.736,0.9,2.3,3.2,0.8,0.5,0.3,0.7,1.9,5.9,1,0,0,1,19637.3,643,385,10,2,2009-10,2000,17,SEA,Oklahoma State,50,0.6514,46,0.6028
/players/m/masonro01.html,Roger Mason,2002-03,22,CHI,NBA,SF,17,0,6.6,0.6,1.8,0.355,0.4,1.1,0.333,0.3,0.8,0.385,0.452,0.1,0.1,1,0.1,0.6,0.7,0.7,0.2,0,0.3,1.2,1.8,1,0,0,1,9149.6,518,103,10,2,2013-14,2002,31,CHI,Virginia,25.6,0.3346,19.2,0.2566
/players/m/masseto01.html,Tony Massenburg,1990-91,23,SAS,NBA,PF,35,0,4.6,0.8,1.7,0.45,0,0,NA,0.8,1.7,0.45,0.45,0.8,1.3,0.622,0.7,1,1.7,0.1,0.1,0.3,0.4,0.7,2.3,1,0,0,1,12300.2,683,233,10,2,2004-05,1990,43,SAS,Maryland,36.8,0.4488,39.6,0.483
/players/m/mccarwa01.html,Walter McCarty,1996-97,22,NYK,NBA,PF,35,0,5.5,0.7,1.9,0.382,0.1,0.4,0.286,0.6,1.5,0.407,0.412,0.2,0.4,0.571,0.2,0.4,0.7,0.4,0.2,0.3,0.5,1.1,1.8,1,0,0,1,10377.4,593,108,10,2,2005-06,1996,19,NYK,Kentucky,54,0.6586,55.2,0.6732
/players/m/mccasam01.html,Amal McCaskill,1996-97,23,ORL,NBA,C,17,1,6.4,0.6,1.9,0.313,0,0.1,0,0.6,1.8,0.333,0.313,0.5,0.7,0.667,0.2,1.1,1.3,0.4,0.2,0.3,0.6,0.4,1.6,1,0,0,1,970.3000000000001,114,4,4,2,2003-04,1996,49,ORL,Marquette,45.8,0.5586,50.6,0.6172
/players/m/mccoyje01.html,Jelani McCoy,1998-99,21,OKC,NBA,C,26,0,12.7,2.2,2.9,0.737,0,0,NA,2.2,2.9,0.737,0.737,0.8,1.6,0.5,1,2,3,0.2,0.4,0.8,0.4,1.6,5.1,1,0,0,1,3824.2,260,72,8,2,2007-08,1998,33,SEA,UCLA,60.4,0.7364,52.4,0.6806
/players/m/mcinnje01.html,Jeff McInnis,1996-97,22,DEN,NBA,PG,13,0,9,1.8,3.8,0.469,0.9,2,0.462,0.8,1.8,0.478,0.592,0.5,0.8,0.7,0.2,0.3,0.5,1.4,0.2,0.1,1,1.2,5,1,0,0,1,15935.3,576,334,11,2,2007-08,1996,37,DEN,UNC,35.6,0.4342,35,0.4268
/players/m/mckieaa01.html,Aaron McKie,1994-95,22,POR,NBA,SG,45,20,18.4,2.6,5.8,0.444,0.2,0.6,0.393,2.3,5.2,0.451,0.466,1.1,1.6,0.685,0.8,2.1,2.9,2,0.8,0.4,0.9,2.2,6.5,1,0,0,1,19155.5,793,287,13,2,2006-07,1994,17,POR,Temple,55.4,0.6756,52.4,0.639
/players/m/medvest01.html,Stanislav Medvedenko,2000-01,21,LAL,NBA,PF,7,0,5.6,1.7,3.6,0.48,0.1,0.1,1,1.6,3.4,0.458,0.5,1,1.7,0.583,0.1,1.1,1.3,0.3,0.1,0.1,0.4,1.3,4.6,1,0,0,1,3341.2999999999997,263,58,7,2,2006-07,NA,61,NA,NA,53,0.6972,53.6,0.7046
/players/m/mercero01.html,Ron Mercer,1997-98,21,BOS,NBA,SG,80,62,33.3,6.4,14.3,0.45,0,0.4,0.107,6.4,14,0.458,0.451,2.4,2.8,0.839,1.4,2.1,3.5,2.2,1.6,0.2,1.7,2.7,15.3,1,0,0,1,13424.4,432,278,8,2,2004-05,1997,6,BOS,Kentucky,32.6,0.3974,30.2,0.3682
/players/m/mihmch01.html,Chris Mihm,2000-01,21,CLE,NBA,C,59,43,19.8,2.9,6.6,0.442,0,0,0,2.9,6.6,0.444,0.442,1.7,2.1,0.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,2.6,7.6,1,0,0,1,8758.3,436,256,8,2,2008-09,2000,7,CHI,Texas,38,0.5032,34.6,0.4618
/players/m/milesda01.html,Darius Miles,2000-01,19,LAC,NBA,SF,81,21,26.3,3.9,7.8,0.505,0,0.2,0.053,3.9,7.5,0.519,0.506,1.5,2.9,0.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,2.4,9.4,1,0,0,1,11739.7,446,190,7,2,2008-09,2000,3,LAC,,21.2,0.2748,21.6,0.2796
/players/m/millean02.html,Andre Miller,1999-00,23,CLE,NBA,PG,82,36,25.5,4.1,9.2,0.449,0.1,0.6,0.204,4,8.6,0.466,0.456,2.8,3.6,0.774,1,2.4,3.4,5.8,1,0.2,2,2.4,11.1,1,0,0,1,40257.6,1304,939,17,2,2015-16,1999,8,CLE,Utah,40.2,0.53,38,0.5032
/players/m/millebr01.html,Brad Miller,1998-99,22,CHA,NBA,C,38,0,12.3,2.1,3.6,0.565,0,0.1,0.5,2,3.6,0.566,0.569,2.1,2.7,0.794,0.9,2.2,3.1,0.6,0.2,0.5,0.8,1.7,6.3,1,0,0,1,24538.5,868,598,14,2,2011-12,NA,61,NA,NA,47.4,0.5782,44,0.5804
/players/m/millemi01.html,Mike Miller,2000-01,20,ORL,NBA,SF,82,62,29.1,4.5,10.3,0.436,1.8,4.4,0.407,2.7,5.9,0.457,0.523,1.1,1.6,0.711,0.8,3.2,4,1.7,0.6,0.2,1.2,2.4,11.9,1,0,0,1,27801.6,1032,570,17,2,2016-17,2000,5,ORL,Florida,43.8,0.5868,40.4,0.5452
/players/m/millsch01.html,Chris Mills,1993-94,24,CLE,NBA,SF,79,18,25.6,3.6,8.6,0.419,0.5,1.5,0.311,3.1,7,0.443,0.448,1.7,2.2,0.778,1.7,3.4,5.1,1.6,0.7,0.6,1.1,2.9,9.4,1,0,0,1,17290.5,568,328,10,2,2002-03,1993,22,CLE,Arizona,48.6,0.5926,46.6,0.5682
/players/m/moblecu01.html,Cuttino Mobley,1998-99,23,HOU,NBA,PG,49,37,29.7,3.5,8.3,0.425,1.1,3,0.358,2.4,5.2,0.463,0.49,1.8,2.2,0.818,0.4,1.8,2.3,2.5,0.9,0.5,1.6,2,9.9,1,0,0,1,27619.9,747,581,11,2,2008-09,1998,41,HOU,Rhode Island,50.2,0.612,44.2,0.5898
/players/m/mohamna01.html,Nazr Mohammed,1998-99,21,PHI,NBA,C,26,0,4.7,0.6,1.6,0.357,0,0,NA,0.6,1.6,0.357,0.357,0.5,0.8,0.571,0.7,0.7,1.4,0.1,0.2,0.2,0.5,0.8,1.6,1,0,0,1,15893.3,1005,354,18,2,2015-16,1998,29,UTA,Kentucky,24,0.2928,24.4,0.3466
/players/m/moisoje01.html,Jérôme Moïso,2000-01,22,BOS,NBA,C,24,0,5.6,0.5,1.3,0.4,0,0,0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,1,0,0,1,1390,145,3,5,2,2004-05,2000,11,BOS,UCLA,27.6,0.3694,28.2,0.3768
/players/m/mooremi01.html,Mikki Moore,1998-99,23,DET,NBA,C,2,0,3,0.5,0.5,1,0,0,NA,0.5,0.5,1,1,1,1,1,0,0.5,0.5,0,0,0,0,0,2,1,0,0,1,10256.6,564,181,13,2,2011-12,NA,61,NA,NA,37,0.4512,38.4,0.5172
/players/m/morrite01.html,Terence Morris,2001-02,23,HOU,NBA,SF,68,12,16.3,1.6,4.3,0.384,0.2,1.1,0.192,1.4,3.1,0.455,0.41,0.3,0.4,0.643,1.1,2,3.1,0.9,0.3,0.4,0.7,1.1,3.8,1,0,0,1,1931.9,139,12,3,2,2005-06,2001,34,ATL,Maryland,41,0.551,35.2,0.4802
/players/m/murphtr01.html,Troy Murphy,2001-02,21,GSW,NBA,PF,82,4,17.7,2.2,5.2,0.421,0,0.1,0.333,2.1,5,0.423,0.424,1.5,1.9,0.776,1.2,2.7,3.9,0.9,0.4,0.3,1,2.6,5.9,1,0,0,1,19930.8,729,482,12,2,2012-13,2001,14,GSW,Notre Dame,21,0.2908,19.2,0.2688
/players/m/murraro01.html,Ronald Murray,2002-03,23,MIL,NBA,SG,12,0,3.5,0.8,2.2,0.346,0,0.3,0,0.8,1.8,0.409,0.346,0.4,0.7,0.625,0,0.1,0.1,0.3,0.3,0,0.3,0,1.9,1,0,0,1,11072.8,487,92,8,2,2009-10,2002,42,MIL,Shaw,39.6,0.5296,40.8,0.5442
/players/m/murratr01.html,Tracy Murray,1992-93,21,POR,NBA,SF,48,14,10.3,2.3,5.4,0.415,0.4,1.5,0.3,1.8,4,0.458,0.456,0.7,0.8,0.875,0.8,0.9,1.7,0.2,0.2,0.1,0.6,1.2,5.7,1,0,0,1,12101.300000000001,659,80,12,2,2003-04,1992,18,SAS,UCLA,54.2,0.661,53.8,0.6562
/players/n/ndiayma02.html,Mamadou N'Diaye,2000-01,25,TOR,NBA,C,3,0,3.3,0.3,1.3,0.25,0,0,NA,0.3,1.3,0.25,0.25,0.7,0.7,1,0.3,0.3,0.7,0,0,0,0,1,1.3,1,0,0,1,857.3,69,9,5,2,2004-05,2000,26,DEN,Auburn,26.8,0.3648,32,0.4282
/players/n/nachbbo01.html,Boštjan Nachbar,2002-03,22,HOU,NBA,SF,14,1,5.5,0.8,2.2,0.355,0.1,0.7,0.2,0.6,1.5,0.429,0.387,0.4,0.7,0.5,0.2,0.6,0.8,0.2,0.1,0.1,0.4,0.9,2.1,1,0,0,1,5632.3,317,25,6,2,2007-08,2002,15,HOU,,35.2,0.4802,35.6,0.485
/players/n/nailole01.html,Lee Nailon,2000-01,25,CHA,NBA,SF,42,0,11.2,1.6,3.2,0.485,0,0,0,1.6,3.2,0.489,0.485,0.8,1,0.744,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9,1,0,0,1,5824.9,306,96,5,2,2005-06,1999,43,CHH,TCU,43.8,0.578,44.8,0.5902
/players/n/najered01.html,Eduardo Nájera,2000-01,24,DAL,NBA,PF,40,4,10.8,1.5,2.8,0.523,0,0.1,0.333,1.4,2.7,0.528,0.527,0.4,0.8,0.424,1,1.4,2.4,0.7,0.3,0.2,0.4,1.2,3.3,1,0,0,1,11209,619,85,12,2,2011-12,2000,38,HOU,Oklahoma,25.8,0.3476,31.2,0.4134
/players/n/nestera01.html,Rasho Nesterovic,1998-99,22,MIN,NBA,C,2,0,15,1.5,6,0.25,0,0,NA,1.5,6,0.25,0.25,1,1,1,1.5,2.5,4,0.5,0,0,0.5,2.5,4,1,0,0,1,17977.399999999998,811,595,12,2,2009-10,1998,17,MIN,,30.4,0.3708,31.4,0.4262
/players/n/newblir01.html,Ira Newble,2000-01,26,SAS,NBA,SF,27,6,6.8,0.8,2,0.382,0.1,0.3,0.444,0.6,1.7,0.37,0.418,0.3,0.6,0.5,0.5,0.8,1.3,0.2,0.1,0.1,0.3,0.7,2,1,0,0,1,7655.8,380,197,8,2,2007-08,NA,61,NA,NA,44.4,0.6032,44.2,0.6006
/players/n/norrimo01.html,Moochie Norris,1996-97,23,MEM,NBA,PG,8,0,11.1,0.5,2.8,0.182,0.3,1.3,0.2,0.3,1.5,0.167,0.227,0.3,0.6,0.4,0.4,1.1,1.5,2.9,0.5,0,0.6,0.6,1.5,1,0,0,1,7641.5,445,35,9,2,2005-06,1996,33,MIL,University of West Florida,NA,NA,NA,NA
/players/n/nowitdi01.html,Dirk Nowitzki,1998-99,20,DAL,NBA,PF,47,24,20.4,2.9,7.1,0.405,0.3,1.4,0.206,2.6,5.7,0.455,0.426,2.1,2.7,0.773,0.9,2.6,3.4,1,0.6,0.6,1.6,2.2,8.2,1,0,0,1,51373,1522,1460,21,2,2018-19,1998,9,MIL,,23.8,0.2904,25,0.3378
/players/o/onealje01.html,Jermaine O'Neal,1996-97,18,POR,NBA,PF,45,0,10.2,1.5,3.4,0.451,0,0,0,1.5,3.4,0.454,0.451,1,1.7,0.603,0.9,1.9,2.8,0.2,0,0.6,0.6,1,4.1,1,0,0,1,27360.3,1011,697,18,2,2013-14,1996,17,POR,,48.6,0.5928,47,0.5734
/players/o/oaklech01.html,Charles Oakley,1985-86,22,CHI,NBA,PF,77,30,23,3.6,7,0.519,0,0,0,3.6,7,0.522,0.519,2.3,3.5,0.662,3.3,5.3,8.6,1.7,0.9,0.4,2.3,3.2,9.6,1,0,0,1,40282.8,1282,1159,19,2,2003-04,1985,9,CLE,Virginia Union University,34.4,0.4194,31.4,0.3828
/players/o/odomla01.html,Lamar Odom,1999-00,20,LAC,NBA,SF,76,70,36.4,5.9,13.5,0.438,0.8,2.2,0.36,5.1,11.3,0.453,0.467,4,5.5,0.719,2.1,5.7,7.8,4.2,1.2,1.3,3.4,3.8,16.6,1,0,0,1,32126.199999999997,961,684,14,2,2012-13,1999,4,LAC,Rhode Island,21.6,0.2796,21.2,0.2748
/players/o/okurme01.html,Mehmet Okur,2002-03,23,DET,NBA,PF,72,9,19,2.5,5.9,0.426,0.5,1.6,0.339,2,4.3,0.457,0.47,1.3,1.8,0.733,1.6,3,4.7,1,0.3,0.5,0.9,2.3,6.9,1,0,0,1,18433.5,634,460,10,2,2011-12,2001,38,DET,,37.6,0.5074,40.2,0.5392
/players/o/olivede01.html,Dean Oliver,2001-02,23,GSW,NBA,PG,20,0,7,0.9,2.3,0.37,0.1,0.7,0.154,0.8,1.7,0.455,0.391,0.3,0.5,0.667,0,0.4,0.4,1.1,0.2,0,0.6,0.8,2.1,1,0,0,1,233,35,0,2,2,2002-03,NA,61,NA,NA,21,0.2908,19.2,0.2688
/players/o/ollieke01.html,Kevin Ollie,1997-98,25,DAL,NBA,PG,16,0,13.4,0.9,2.6,0.333,0,0,NA,0.9,2.6,0.333,0.333,1.1,1.6,0.72,0.4,0.9,1.3,2,0.4,0,1,1,2.9,1,0,0,1,10304,662,100,13,2,2009-10,NA,61,NA,NA,22,0.2684,23.8,0.2904
/players/o/olowomi01.html,Michael Olowokandi,1998-99,23,LAC,NBA,C,45,36,28.4,3.8,8.9,0.431,0,0,NA,3.8,8.9,0.431,0.431,1.3,2.6,0.483,2.7,5.3,7.9,0.6,0.6,1.2,1.9,3,8.9,1,0,0,1,13127.1,500,393,9,2,2006-07,1998,1,LAC,University of the Pacific,25.2,0.3072,21.6,0.2796
/players/o/ostergr01.html,Greg Ostertag,1995-96,22,UTA,NBA,C,57,10,11.6,1.5,3.2,0.473,0,0,NA,1.5,3.2,0.473,0.473,0.6,0.9,0.667,1,2.1,3.1,0.1,0.1,1.1,0.4,1.6,3.6,1,0,0,1,14752,756,321,11,2,2005-06,1995,28,UTA,Kansas,53.8,0.6562,54,0.6586
/players/o/outlabo01.html,Bo Outlaw,1993-94,22,LAC,NBA,SF,37,14,23.5,2.6,4.5,0.587,0,0.1,0,2.6,4.5,0.594,0.587,1.6,2.8,0.592,2.2,3.5,5.7,1,1,1,0.8,2.5,6.9,1,0,0,1,20742.5,914,352,15,2,2007-08,NA,61,NA,NA,33.6,0.4098,34.8,0.4244
/players/o/owensch01.html,Chris Owens,2002-03,23,MEM,NBA,SF,1,0,6,2,3,0.667,0,0,NA,2,3,0.667,0.667,0,0,NA,1,0,1,0,0,0,1,0,4,1,0,0,1,6,1,0,1,2,2002-03,2002,48,MIL,Texas,19,0.2454,20.8,0.2672
/players/o/oyedeol01.html,Olumide Oyedeji,2000-01,19,OKC,NBA,C,30,1,7.4,0.6,1.2,0.486,0,0,NA,0.6,1.2,0.486,0.486,0.3,0.4,0.75,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.3,1.5,1,0,0,1,587.4,93,5,3,2,2002-03,2000,42,SEA,,50,0.6514,46,0.6028
/players/p/packro01.html,Robert Pack,1991-92,22,POR,NBA,PG,72,0,12.4,1.6,3.8,0.423,0,0.1,0,1.6,3.6,0.439,0.423,1.4,1.8,0.803,0.4,0.9,1.3,1.9,0.6,0.1,1.3,1.4,4.6,1,0,0,1,11457.3,552,157,13,2,2003-04,NA,61,NA,NA,50.8,0.6196,54.2,0.661
/players/p/padgesc01.html,Scott Padgett,1999-00,23,UTA,NBA,PF,47,9,9.2,0.9,3,0.314,0.3,0.9,0.295,0.7,2,0.323,0.361,0.4,0.6,0.704,0.5,1.4,1.9,0.5,0.3,0.2,0.5,1.2,2.6,1,0,0,1,5617.3,448,18,8,2,2006-07,1999,28,UTA,Kentucky,55.4,0.7378,54.4,0.7256
/players/p/palacmi01.html,Milt Palacio,1999-00,21,MEM,NBA,PG,53,0,7.4,0.8,1.8,0.439,0,0,0,0.8,1.8,0.448,0.439,0.4,0.7,0.595,0.3,0.6,1,0.9,0.4,0,0.8,0.6,2,1,0,0,1,8421.9,470,88,7,2,2005-06,NA,61,NA,NA,14,0.18825,15.6,0.2042
/players/p/pargoja01.html,Jannero Pargo,2002-03,23,LAL,NBA,PG,34,0,10.1,1.1,2.7,0.398,0.2,0.7,0.292,0.9,2,0.435,0.435,0.1,0.1,1,0.3,0.8,1.1,1.1,0.4,0.1,0.7,1.3,2.5,1,0,0,1,7451.3,499,18,9,2,2014-15,NA,61,NA,NA,54,0.7094,51.8,0.6826
/players/p/parkesm01.html,Smush Parker,2002-03,21,CLE,NBA,PG,66,18,16.7,2.1,5.1,0.402,0.6,1.8,0.322,1.5,3.3,0.445,0.459,1.5,1.8,0.831,0.4,1.4,1.8,2.5,0.7,0.2,2,1.6,6.2,1,0,0,1,7069,274,183,5,2,2007-08,NA,61,NA,NA,32,0.4302,26,0.357
